"","X19806","X19807","X19808","X19809","X19810","X19811","X19812","X19813","X19814","X19815","X19816","X19817","X19820","X19821","X19822","X19824","X19825","X19826","X19827","X19835","X19837","X19840","X19842","X19847","X19852","X19857","X19861","X19864","X19867","X19870","X19873","X19877","X19882","X19887","X19891","X19895","X19900","X19905","X19910","X19915","X19920","X19925","X19928","X19934","X19938","X19944","X19947","X19950","X19954","X19958","X19962","X19978","X19982","X19986","X19993","X19997","X20001","X20005","X20009","X20013","X20016","X20019","X20022","X20027","X20030","X20031","X20032","X20033","X20034","X20035","X20042","X20043","X20175","X20181","X20187","X20305","X20307","X20311","X20313","X20315","X20318","X20319","X20322","X20323","X20327","X20410","X20416","X20422","X20675","X20715","X20718","X20723","X20725","X20729","X20731","X20735","X20835","X20842","X20847","X20866","X20873","X20880","X13","X14","X15","X20","X25","X30","X35","X42","X47","X52"
"X1962M06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-6.622985e-01"," 2.808800e+00"," 1.623687e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 6.849315e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 6.190000e+00",NA,NA,NA,NA,NA,NA,NA," 1.791000e+05"," 4.010000e+02",NA,NA,NA," 3.648450e+00"," 9.942933e+01"," 6.184278e+01"," 9.744914e+01"," 9.916181e+01",NA,NA,NA," 1.691103e-01",NA,NA,NA,NA,NA,NA,NA,"-1.000583e+01"," 9.735744e-01","-8.860759e+00"," 9.548560e-01"," 1.061575e+00","-1.067192e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-6.876404e-01"," 2.805000e+00","-1.691729e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-3.887269e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.810000e+00",NA,NA,NA,NA,NA,NA,NA," 1.673000e+05"," 4.050000e+02",NA,NA,NA," 3.633961e+00"," 9.930629e+01"," 6.236399e+01"," 9.762118e+01"," 9.903741e+01",NA,NA,NA," 1.687195e-01",NA,NA,NA,NA,NA,NA,NA," 8.427877e-01","-2.754821e-01","-3.968254e-01"," 9.767316e-01"," 1.108647e+00","-1.319149e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.705890e-02"," 2.801900e+00","-2.581262e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-8.780488e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.620000e+00",NA,NA,NA,NA,NA,NA,NA," 1.549000e+05"," 4.250000e+02",NA,NA,NA," 3.771500e+00"," 9.921987e+01"," 7.118435e+01"," 9.785652e+01"," 9.887239e+01",NA,NA,NA," 8.426495e-02",NA,NA,NA,NA,NA,NA,NA," 1.414336e+01"," 5.524862e-01"," 3.784861e+00"," 8.636628e-01"," 1.093599e+00","-2.299362e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 3.712811e-01"," 2.801200e+00","-7.850834e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-9.842520e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 4.890000e+00",NA,NA,NA,NA,NA,NA,NA," 1.477000e+05"," 4.390000e+02",NA,NA,NA," 3.764150e+00"," 9.915780e+01"," 6.840794e+01"," 9.811318e+01"," 9.867855e+01",NA,NA,NA," 1.682935e-01",NA,NA,NA,NA,NA,NA,NA,"-3.900310e+00"," 2.747253e-01","-1.919386e-01"," 8.487333e-01"," 9.831861e-01","-1.344528e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 4.854390e-01"," 2.801200e+00","-5.934718e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-9.852217e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.050000e+00",NA,NA,NA,NA,NA,NA,NA," 1.322000e+05"," 4.860000e+02",NA,NA,NA," 3.785988e+00"," 9.911070e+01"," 7.446192e+01"," 9.838016e+01"," 9.848778e+01",NA,NA,NA," 8.406304e-02",NA,NA,NA,NA,NA,NA,NA," 8.849817e+00","-1.095890e+00"," 5.769231e-01"," 1.039394e+00"," 1.176672e+00","-1.372784e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 4.532483e-01"," 2.803100e+00"," 5.970149e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 3.944773e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.170000e+00",NA,NA,NA,NA,NA,NA,NA," 1.185000e+05"," 5.310000e+02",NA,NA,NA," 3.938016e+00"," 9.906995e+01"," 7.661690e+01"," 9.862384e+01"," 9.834260e+01",NA,NA,NA," 0.000000e+00",NA,NA,NA,NA,NA,NA,NA," 2.894064e+00"," 1.662050e+00"," 4.015296e+00"," 9.526800e-01"," 1.098384e+00","-1.457040e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 2.175839e-01"," 2.802500e+00"," 1.186944e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 4.911591e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.140000e+00",NA,NA,NA,NA,NA,NA,NA," 1.106000e+05"," 5.550000e+02",NA,NA,NA," 3.995761e+00"," 9.902955e+01"," 7.589523e+01"," 9.883386e+01"," 9.828670e+01",NA,NA,NA," 1.679744e-01",NA,NA,NA,NA,NA,NA,NA,"-9.419152e-01","-1.089918e+00"," 1.470588e+00"," 9.475830e-01"," 1.003653e+00","-5.607000e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1963M01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 2.067899e-01"," 2.804400e+00"," 1.466276e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 3.910068e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.230000e+00",NA,NA,NA," 2.464804e+00",NA,NA,NA," 1.089000e+05"," 6.480000e+02",NA,NA,NA," 4.010250e+00"," 9.899441e+01"," 7.026222e+01"," 9.904126e+01"," 9.835261e+01",NA,NA,NA," 8.373656e-02",NA,NA,NA,NA,NA,NA,NA,"-7.422081e+00"," 9.641873e-01"," 3.623188e-01"," 9.676560e-01"," 1.163992e+00","-1.963360e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1963M02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 3.923780e-01"," 2.802500e+00"," 2.601156e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 8.763389e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.430000e+00",NA," 6.377730e-01",NA," 2.529667e+00",NA,NA,NA," 1.104000e+05"," 6.930000e+02",NA,NA,NA," 4.082694e+00"," 9.897228e+01"," 7.128458e+01"," 9.930642e+01"," 9.855778e+01",NA,NA,NA," 0.000000e+00",NA,NA,NA,NA,NA,NA,NA," 1.455064e+00","-1.364256e+00"," 1.805054e+00"," 9.531560e-01"," 1.031651e+00","-7.849520e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1963M03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.177476e-01"," 2.799500e+00"," 0.000000e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 9.652510e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.450000e+00",NA," 6.289305e-01",NA," 2.529667e+00",NA,NA,NA," 1.235000e+05"," 6.710000e+02",NA,NA,NA," 4.169627e+00"," 9.896554e+01"," 7.641643e+01"," 9.964374e+01"," 9.889155e+01",NA,NA,NA," 0.000000e+00",NA,NA,NA,NA,NA,NA,NA," 7.199100e+00"," 4.149378e-01"," 2.127660e+00"," 1.097835e+00"," 1.137044e+00","-3.920840e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1963M04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 4.677237e-01"," 2.800600e+00"," 0.000000e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 2.892960e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.290000e+00",NA," 2.947023e-01",NA," 2.529667e+00",NA,NA,NA," 1.390000e+05"," 5.920000e+02",NA,NA,NA," 4.227582e+00"," 9.896867e+01"," 8.533703e+01"," 1.000185e+02"," 9.929116e+01",NA,NA,NA," 0.000000e+00",NA,NA,NA,NA,NA,NA,NA," 1.167366e+01"," 1.239669e+00"," 1.388889e+00"," 9.970848e-01"," 1.117519e+00","-1.204344e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1963M05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 4.428726e-01"," 2.800200e+00","-9.389671e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-9.615385e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.170000e+00",NA," 2.684489e+00",NA," 2.529667e+00",NA,NA,NA," 1.467000e+05"," 5.440000e+02",NA,NA,NA," 4.270839e+00"," 9.897210e+01"," 8.994767e+01"," 1.003791e+02"," 9.968009e+01",NA,NA,NA," 7.692449e-01",NA,NA,NA,NA,NA,NA,NA," 5.402866e+00"," 1.224490e+00"," 1.027397e+00"," 1.089161e+00"," 1.226356e+00","-1.371951e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1963M06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 2.713504e-01"," 2.800900e+00","-5.639098e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.000000e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.080000e+00",NA,"-4.794115e-01",NA," 2.594530e+00",NA,NA,NA," 1.590000e+05"," 4.900000e+02",NA,NA,NA," 4.234722e+00"," 9.897176e+01"," 7.836092e+01"," 1.007187e+02"," 1.000019e+02",NA,NA,NA,"-7.633727e-01",NA,NA,NA,NA,NA,NA,NA,"-1.288166e+01"," 5.376344e-01","-8.474576e-01"," 1.008288e+00"," 1.106316e+00","-9.802800e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1963M07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.927670e-01"," 2.800700e+00","-1.984877e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.774783e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.060000e+00",NA," 4.709621e-01",NA," 2.594530e+00",NA,NA,NA," 1.606000e+05"," 4.590000e+02",NA,NA,NA," 4.299816e+00"," 9.896792e+01"," 8.769247e+01"," 1.011015e+02"," 1.002554e+02",NA,NA,NA," 0.000000e+00",NA,NA,NA,NA,NA,NA,NA," 1.190842e+01"," 6.684492e-01"," 1.538462e+00"," 1.022475e+00"," 1.235373e+00","-2.128988e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1963M08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.392740e-01"," 2.797900e+00","-1.350048e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.904163e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 4.960000e+00",NA," 1.053137e+00",NA," 2.594530e+00",NA,NA,NA," 1.545000e+05"," 4.650000e+02",NA,NA,NA," 4.422866e+00"," 9.896196e+01"," 8.943649e+01"," 1.015012e+02"," 1.004650e+02",NA,NA,NA," 0.000000e+00",NA,NA,NA,NA,NA,NA,NA," 1.988799e+00"," 5.312085e-01"," 2.861953e+00"," 9.856704e-01"," 1.131281e+00","-1.456104e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1963M09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.036379e-01"," 2.797700e+00"," 6.842620e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 2.912621e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 4.900000e+00",NA,"-7.656575e-02",NA," 2.529667e+00",NA,NA,NA," 1.593000e+05"," 4.640000e+02",NA,NA,NA," 4.517148e+00"," 9.895729e+01"," 9.302478e+01"," 1.018734e+02"," 1.006553e+02",NA,NA,NA," 7.692449e-01",NA,NA,NA,NA,NA,NA,NA," 4.012104e+00"," 2.642008e-01"," 2.127660e+00"," 9.206078e-01"," 1.113684e+00","-1.930758e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1963M10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.250830e-01"," 2.798100e+00"," 1.165049e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 3.872217e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 4.970000e+00",NA," 6.145339e-01",NA," 2.529667e+00",NA,NA,NA," 1.618000e+05"," 4.790000e+02",NA,NA,NA," 4.611221e+00"," 9.895763e+01"," 1.020556e+02"," 1.021576e+02"," 1.008286e+02",NA,NA,NA," 0.000000e+00",NA,NA,NA,NA,NA,NA,NA," 9.708006e+00","-5.270092e-01"," 2.083333e+00"," 1.063278e+00"," 1.267539e+00","-2.042613e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1963M11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.393799e-01"," 2.797300e+00","-9.596929e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 2.892960e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.210000e+00",NA," 7.358418e-01",NA," 2.594530e+00",NA,NA,NA," 1.585000e+05"," 4.880000e+02",NA,NA,NA," 4.676315e+00"," 9.896792e+01"," 9.476880e+01"," 1.022950e+02"," 1.009764e+02",NA,NA,NA," 0.000000e+00",NA,NA,NA,NA,NA,NA,NA,"-7.140051e+00"," 1.324503e-01"," 1.412873e+00"," 1.063278e+00"," 1.211577e+00","-1.482993e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1963M12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 2.288077e-01"," 2.796600e+00"," 4.803074e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.923077e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.240000e+00",NA," 4.482092e+00",NA," 2.659394e+00",NA,NA,NA," 1.563000e+05"," 4.820000e+02",NA,NA,NA," 4.763248e+00"," 9.899213e+01"," 9.580119e+01"," 1.023104e+02"," 1.010932e+02",NA,NA,NA," 7.633623e-01",NA,NA,NA,NA,NA,NA,NA," 1.089371e+00"," 6.613757e-01"," 1.857585e+00"," 1.085275e+00"," 1.227927e+00","-1.426521e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1964M01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 2.251189e-01"," 2.797800e+00"," 7.648184e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 4.798464e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.270000e+00",NA,"-2.216034e+00",NA," 2.659394e+00",NA,NA,NA," 1.672000e+05"," 5.090000e+02",NA,NA,NA," 4.654687e+00"," 9.903424e+01"," 9.938947e+01"," 1.022299e+02"," 1.011913e+02",NA,NA,NA," 7.575896e-01",NA,NA,NA,NA,NA,NA,NA," 3.745553e+00"," 2.628121e-01","-2.279635e+00"," 9.990645e-01"," 1.460817e+00","-4.617525e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1964M02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 2.073226e-01"," 2.798200e+00"," 0.000000e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 9.551098e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.450000e+00",NA," 3.950033e-01",NA," 2.724257e+00",NA,NA,NA," 1.790000e+05"," 4.890000e+02",NA,NA,NA," 4.531637e+00"," 9.909537e+01"," 9.672332e+01"," 1.020952e+02"," 1.012874e+02",NA,NA,NA," 0.000000e+00",NA,NA,NA,NA,NA,NA,NA,"-2.682533e+00"," 0.000000e+00","-2.643857e+00"," 1.074278e+00"," 1.242134e+00","-1.678560e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1964M03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 7.861564e-02"," 2.798400e+00"," 3.795066e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 3.816794e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.460000e+00",NA,"-1.723851e-01",NA," 2.724257e+00",NA,NA,NA," 2.036000e+05"," 4.490000e+02",NA,NA,NA," 4.654687e+00"," 9.916891e+01"," 9.210265e+01"," 1.019818e+02"," 1.013913e+02",NA,NA,NA," 0.000000e+00",NA,NA,NA,NA,NA,NA,NA,"-4.777202e+00","-6.553080e-01"," 2.715655e+00"," 1.183723e+00"," 1.292861e+00","-1.091376e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1964M04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 6.430917e-02"," 2.799900e+00"," 1.512287e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 8.555133e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.490000e+00",NA," 8.155773e-01",NA," 2.789120e+00",NA,NA,NA," 2.135000e+05"," 4.300000e+02",NA,NA,NA," 4.734270e+00"," 9.923899e+01"," 9.784591e+01"," 1.019526e+02"," 1.014947e+02",NA,NA,NA," 0.000000e+00",NA,NA,NA,NA,NA,NA,NA," 6.235717e+00"," 7.915567e-01"," 1.710731e+00"," 1.038429e+00"," 1.391103e+00","-3.526740e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1964M05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 7.142545e-03"," 2.797900e+00"," 3.724395e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 8.482564e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.550000e+00",NA,"-1.396965e-02",NA," 2.789120e+00",NA,NA,NA," 2.281000e+05"," 3.910000e+02",NA,NA,NA," 4.661826e+00"," 9.930324e+01"," 9.169170e+01"," 1.020067e+02"," 1.015818e+02",NA,NA,NA," 1.503776e+00",NA,NA,NA,NA,NA,NA,NA,"-6.289695e+00","-2.617801e-01","-1.529052e+00"," 1.195472e+00"," 1.293461e+00","-9.798950e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1964M06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 2.075141e-01"," 2.791700e+00"," 1.205937e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 3.738318e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.640000e+00",NA," 1.330900e+00",NA," 2.789120e+00",NA,NA,NA," 2.519000e+05"," 3.470000e+02",NA,NA,NA," 4.596732e+00"," 9.936728e+01"," 1.045113e+02"," 1.021468e+02"," 1.016414e+02",NA,NA,NA," 0.000000e+00",NA,NA,NA,NA,NA,NA,NA," 1.398120e+01"," 1.312336e-01","-1.397516e+00"," 1.056510e+00"," 1.347190e+00","-2.906800e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1964M07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 3.906245e-01"," 2.788200e+00","-1.833181e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.000000e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.760000e+00",NA," 1.483387e+00",NA," 2.789120e+00",NA,NA,NA," 2.511000e+05"," 3.340000e+02",NA,NA,NA," 4.755899e+00"," 9.944063e+01"," 1.019554e+02"," 1.022905e+02"," 1.016794e+02",NA,NA,NA," 0.000000e+00",NA,NA,NA,NA,NA,NA,NA,"-2.445574e+00","-2.621232e-01"," 3.464567e+00"," 9.989632e-01"," 1.283584e+00","-2.846208e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1964M08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 4.592104e-01"," 2.783900e+00","-1.836547e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 3.724395e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.750000e+00",NA,"-4.518552e-01",NA," 2.789120e+00",NA,NA,NA," 2.398000e+05"," 3.440000e+02",NA,NA,NA," 4.806505e+00"," 9.953564e+01"," 1.042106e+02"," 1.023686e+02"," 1.017053e+02",NA,NA,NA," 0.000000e+00",NA,NA,NA,NA,NA,NA,NA," 2.211954e+00"," 3.942181e-01"," 1.065449e+00"," 1.050850e+00"," 1.282204e+00","-2.313542e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1964M09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.064490e-01"," 2.783300e+00","-5.519779e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.000000e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.770000e+00",NA," 6.223797e-01",NA," 2.789120e+00",NA,NA,NA," 2.399000e+05"," 3.430000e+02",NA,NA,NA," 4.820993e+00"," 9.966536e+01"," 1.129307e+02"," 1.023058e+02"," 1.017219e+02",NA,NA,NA," 0.000000e+00",NA,NA,NA,NA,NA,NA,NA," 8.367798e+00"," 1.570681e+00"," 3.012048e-01"," 9.159689e-01"," 1.277902e+00","-3.619330e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
