"","X19806","X19807","X19808","X19809","X19810","X19811","X19812","X19813","X19814","X19815","X19816","X19817","X19820","X19821","X19822","X19824","X19825","X19826","X19827","X19835","X19837","X19840","X19842","X19847","X19852","X19857","X19861","X19864","X19867","X19870","X19873","X19877","X19882","X19887","X19891","X19895","X19900","X19905","X19910","X19915","X19920","X19925","X19928","X19934","X19938","X19944","X19947","X19950","X19954","X19958","X19962","X19978","X19982","X19986","X19993","X19997","X20001","X20005","X20009","X20013","X20016","X20019","X20022","X20027","X20030","X20031","X20032","X20033","X20034","X20035","X20042","X20043","X20175","X20181","X20187","X20305","X20307","X20311","X20313","X20315","X20318","X20319","X20322","X20323","X20327","X20410","X20416","X20422","X20675","X20715","X20718","X20723","X20725","X20729","X20731","X20735","X20835","X20842","X20847","X20866","X20873","X20880","X13","X14","X15","X20","X25","X30","X35","X42","X47","X52"
"X1998M03","-7.900000e+00","-8.800000e+00"," 4.400000e+00","-2.200000e+01"," 3.220000e+01"," 2.400000e+01"," 9.000000e+00"," 5.800000e+00"," 2.620000e+01"," 1.370000e+01"," 1.550000e+01","-4.569098e+00"," 3.300000e+00"," 1.700000e+01","-4.749298e+00"," 8.042003e+00"," 7.100000e+00","-5.900000e+00","-3.230000e+01"," 1.119456e+02","-3.147135e+00"," 1.680100e+00","-2.000000e-01"," 3.000000e-01"," 1.600000e+00"," 2.000000e-01"," 1.000000e-01"," 2.000000e-01"," 1.000000e-01"," 0.000000e+00"," 2.000000e-01"," 1.800000e+00"," 5.000000e-01","-1.000000e-01","-6.000000e-01"," 0.000000e+00","-2.000000e-01"," 0.000000e+00"," 3.000000e-01"," 2.000000e-01"," 3.000000e-01","-2.242152e-01"," 4.000000e-01"," 1.598131e-01"," 3.947368e-01"," 1.666547e-01"," 1.652893e-01","-2.000000e-01"," 3.000000e-01"," 1.600000e+00"," 2.000000e-01"," 1.800000e+00"," 5.000000e-01","-1.000000e-01"," 0.000000e+00","-2.000000e-01"," 0.000000e+00"," 3.000000e-01"," 2.000000e-01","-2.000000e-01"," 3.947368e-01"," 1.000000e-01"," 3.000000e-01"," 3.000000e-01"," 2.500000e+00"," 2.950000e+01"," 7.566760e+00"," 5.992000e+00"," 7.403300e+00"," 4.410143e-01"," 5.851590e+01"," 6.084174e+01"," 3.340000e+02"," 7.660000e+02"," 1.100000e+03"," 2.674000e+05"," 1.405900e+03"," 9.945983e+01"," 1.005894e+02"," 1.005645e+02"," 1.176597e+02"," 1.005832e+02"," 1.953510e+02"," 1.008213e+02"," 1.006870e+02"," 1.110000e+01"," 4.335690e+00"," 5.400000e+00","-2.157497e-01"," 8.570000e+01"," 3.359462e-01"," 4.242070e+02"," 1.427054e+02"," 1.224330e+02"," 4.149378e-01"," 1.003677e+02"," 3.285639e+00"," 0.000000e+00"," 3.637251e+00"," 2.492873e+01"," 2.816705e+01","-3.238321e+00"," 1.457900e+04"," 1.478800e+04"," 1.040100e+04"," 1.797500e+02"," 1.512000e+01"," 6.050000e+00"," 4.261971e+00"," 8.440000e+01"," 2.270000e+11"," 6.787000e+01"
"X1998M04"," 3.000000e-01","-7.700000e+00"," 5.800000e+00","-2.120000e+01"," 3.440000e+01"," 2.520000e+01"," 8.000000e+00"," 5.000000e+00"," 2.740000e+01"," 1.240000e+01"," 1.810000e+01","-7.346075e+00","-1.200000e+01"," 1.500000e+01","-7.660063e+00"," 6.218383e-01"," 9.600000e+00","-5.300000e+00","-4.190000e+01"," 1.124889e+02","-2.563419e+00"," 1.670600e+00"," 3.000000e-01"," 7.000000e-01","-2.000000e-01"," 1.100000e+00"," 1.400000e+00"," 2.000000e-01"," 1.700000e+00"," 5.900000e+00"," 0.000000e+00","-1.300000e+00"," 6.000000e-01"," 1.500000e+00"," 5.800000e+00","-1.000000e-01"," 3.000000e-01"," 0.000000e+00"," 4.000000e-01"," 6.000000e-01"," 6.000000e-01"," 2.921348e+00"," 3.000000e-01"," 1.478981e+00"," 3.931848e-01"," 8.682096e-01"," 9.900990e-01"," 3.000000e-01"," 7.000000e-01","-2.000000e-01"," 1.500000e+00","-1.300000e+00"," 5.000000e-01"," 1.600000e+00","-1.000000e-01"," 3.000000e-01"," 0.000000e+00"," 4.000000e-01"," 6.000000e-01"," 2.800000e+00"," 3.931848e-01"," 9.000000e-01"," 5.000000e-01"," 1.100000e+00"," 4.900000e+00"," 3.000000e+01"," 7.535330e+00"," 5.824900e+00"," 7.251900e+00"," 2.195390e-01"," 5.910302e+01"," 5.902556e+01"," 3.190000e+02"," 7.410000e+02"," 1.060000e+03"," 2.780000e+05"," 1.389900e+03"," 9.912052e+01"," 1.004138e+02"," 1.007555e+02"," 1.204990e+02"," 1.006065e+02"," 1.816193e+02"," 1.006780e+02"," 1.006023e+02"," 1.050000e+01"," 4.310987e+00"," 5.300000e+00","-1.081081e-01"," 8.820000e+01","-2.232143e-01"," 4.302404e+02"," 1.089254e+02"," 1.129550e+02","-6.887052e-01"," 8.538442e+01","-7.029246e+00"," 1.692047e-01"," 1.922782e+00"," 2.238104e+01"," 2.592719e+01","-3.546147e+00","-9.376000e+03","-3.979000e+03"," 1.481000e+03"," 1.858300e+02"," 1.535000e+01"," 5.880000e+00"," 4.227015e+00"," 8.420000e+01"," 2.280000e+11"," 6.788000e+01"
"X1998M05","-2.800000e+00","-4.700000e+00"," 8.200000e+00","-1.760000e+01"," 3.390000e+01"," 2.270000e+01"," 1.310000e+01"," 6.100000e+00"," 2.780000e+01"," 5.000000e-01"," 1.750000e+01","-1.287480e+01","-1.210000e+01"," 1.400000e+01","-1.908327e+01","-5.541136e+00"," 1.100000e+00","-1.080000e+01","-5.050000e+01"," 1.091046e+02","-1.170482e-01"," 1.630200e+00"," 1.500000e+00"," 4.000000e-01"," 1.200000e+00"," 2.000000e-01"," 2.000000e-01"," 3.000000e-01"," 4.000000e-01"," 0.000000e+00","-7.000000e-01"," 1.000000e+00"," 1.000000e-01"," 2.000000e-01"," 4.000000e-01","-1.000000e-01"," 0.000000e+00"," 0.000000e+00"," 6.000000e-01"," 4.000000e-01"," 5.000000e-01","-2.183406e-01"," 6.000000e-01"," 2.418965e-01"," 3.916449e-01"," 3.480933e-01"," 3.267974e-01"," 1.500000e+00"," 4.000000e-01"," 1.200000e+00","-1.000000e-01"," 1.000000e+00"," 1.000000e-01"," 2.000000e-01","-1.000000e-01"," 0.000000e+00"," 0.000000e+00"," 6.000000e-01"," 4.000000e-01","-1.000000e-01"," 3.916449e-01"," 4.000000e-01"," 5.000000e-01"," 1.200000e+00"," 4.400000e+00"," 2.840000e+01"," 7.488100e+00"," 5.864800e+00"," 7.259600e+00"," 2.190581e-01"," 5.936396e+01"," 5.902556e+01"," 3.410000e+02"," 7.250000e+02"," 1.066000e+03"," 2.917000e+05"," 1.349400e+03"," 9.878109e+01"," 1.001735e+02"," 1.009136e+02"," 1.191189e+02"," 1.006284e+02"," 1.839247e+02"," 1.004427e+02"," 1.005044e+02"," 1.150000e+01"," 4.267213e+00"," 5.400000e+00"," 0.000000e+00"," 8.280000e+01","-1.565996e+00"," 4.231100e+02"," 1.128698e+02"," 1.090465e+02","-1.248266e+00"," 8.374241e+01"," 1.269316e+00"," 1.182432e+00","-6.324197e-01"," 2.150530e+01"," 2.531883e+01","-3.813523e+00"," 8.185000e+03"," 7.158000e+03"," 1.492400e+04"," 1.800500e+02"," 1.491000e+01"," 5.920000e+00"," 4.192058e+00"," 8.400000e+01"," 2.280000e+11"," 6.789000e+01"
"X1998M06","-6.800000e+00","-1.180000e+01"," 4.000000e-01","-2.400000e+01"," 2.680000e+01"," 1.140000e+01","-7.400000e+00","-4.400000e+00"," 1.840000e+01"," 1.080000e+01"," 1.720000e+01","-1.620204e+01","-1.220000e+01"," 1.800000e+01","-2.616636e+01","-4.439772e+00"," 3.000000e-01","-1.620000e+01","-5.180000e+01"," 1.114414e+02","-2.047737e-01"," 1.662700e+00","-4.000000e-01","-2.000000e-01","-3.000000e-01","-1.000000e-01"," 1.000000e-01","-1.000000e-01"," 2.000000e-01"," 0.000000e+00","-6.000000e-01","-6.000000e-01"," 8.000000e-01","-1.000000e-01","-5.000000e-01","-1.000000e-01","-1.000000e-01"," 0.000000e+00"," 2.000000e-01"," 3.000000e-01","-1.000000e-01","-4.376368e-01","-4.000000e-01"," 1.568533e-01","-1.300390e-01","-3.930224e-02"," 0.000000e+00","-4.000000e-01","-2.000000e-01","-3.000000e-01","-1.000000e-01","-6.000000e-01"," 9.000000e-01","-1.000000e-01","-2.000000e-01","-1.000000e-01"," 0.000000e+00"," 2.000000e-01"," 3.000000e-01","-5.000000e-01","-1.300390e-01"," 2.000000e-01","-1.000000e-01","-1.300000e+00","-8.000000e-01"," 3.560000e+01"," 7.713960e+00"," 5.774300e+00"," 7.140900e+00"," 4.371585e-01"," 5.897255e+01"," 5.889584e+01"," 3.780000e+02"," 7.110000e+02"," 1.089000e+03"," 3.055000e+05"," 1.322800e+03"," 9.846201e+01"," 9.987259e+01"," 1.010043e+02"," 1.187837e+02"," 1.006407e+02"," 1.956517e+02"," 1.001216e+02"," 1.003988e+02"," 1.250000e+01"," 4.274298e+00"," 5.600000e+00","-1.082251e-01"," 8.560000e+01","-4.545455e-01"," 4.202578e+02"," 1.269279e+02"," 1.173520e+02","-4.213483e-01"," 9.379971e+01"," 6.376022e+00","-1.669449e+00","-1.513969e+00"," 2.357137e+01"," 2.762635e+01","-4.054984e+00"," 9.329000e+03"," 6.569000e+03"," 4.821000e+03"," 1.775800e+02"," 1.372000e+01"," 5.870000e+00"," 4.157102e+00"," 8.380000e+01"," 2.290000e+11"," 6.790000e+01"
"X1998M07","-5.100000e+00","-1.260000e+01"," 6.000000e-01","-2.570000e+01"," 2.490000e+01"," 3.800000e+00","-7.700000e+00","-8.900000e+00"," 1.790000e+01","-1.800000e+00"," 2.280000e+01","-1.607104e+01","-1.560000e+01"," 1.200000e+01","-2.908147e+01","-7.131653e+00","-8.000000e+00","-9.000000e+00","-4.830000e+01"," 1.109868e+02"," 1.601110e+00"," 1.637800e+00","-3.000000e-01"," 3.000000e-01","-6.400000e+00"," 2.000000e-01"," 2.000000e-01"," 3.000000e-01"," 2.000000e-01"," 0.000000e+00","-3.000000e-01","-1.200000e+00","-1.000000e-01","-1.000000e-01"," 5.000000e-01","-4.000000e-01"," 0.000000e+00"," 0.000000e+00"," 4.000000e-01"," 1.000000e-01","-4.000000e-01"," 2.197802e-01","-1.000000e+00"," 1.566076e-01","-7.812500e-01"," 3.681932e-01"," 3.257329e-01","-3.000000e-01"," 3.000000e-01","-6.400000e+00"," 0.000000e+00","-1.200000e+00","-3.000000e-01","-1.000000e-01","-4.000000e-01","-1.000000e-01"," 0.000000e+00"," 4.000000e-01"," 1.000000e-01"," 1.000000e-01","-7.812500e-01"," 3.000000e-01","-5.000000e-01","-4.300000e+00","-7.500000e+00"," 3.560000e+01"," 7.806220e+00"," 5.831900e+00"," 7.328300e+00"," 4.352557e-01"," 5.962490e+01"," 5.967420e+01"," 4.240000e+02"," 7.080000e+02"," 1.132000e+03"," 3.017000e+05"," 1.368300e+03"," 9.817982e+01"," 9.956021e+01"," 1.010319e+02"," 1.221510e+02"," 1.006262e+02"," 1.883348e+02"," 9.975606e+01"," 1.002930e+02"," 1.320000e+01"," 4.230590e+00"," 5.800000e+00","-1.083424e-01"," 8.460000e+01","-7.990868e-01"," 4.019380e+02"," 1.169153e+02"," 1.152023e+02","-4.231312e-01"," 9.020782e+01","-3.739754e+00"," 6.791171e-01"," 2.437629e+00"," 2.262392e+01"," 2.719306e+01","-4.569137e+00","-3.776000e+03"," 1.210000e+03"," 8.198000e+03"," 1.765600e+02"," 1.417000e+01"," 5.920000e+00"," 4.272287e+00"," 8.346667e+01"," 2.300000e+11"," 6.771333e+01"
"X1998M08","-7.700000e+00","-1.280000e+01"," 0.000000e+00","-2.570000e+01"," 2.140000e+01"," 6.600000e+00","-1.730000e+01","-1.190000e+01"," 1.240000e+01"," 1.600000e+00"," 2.490000e+01","-2.315775e+01","-1.610000e+01"," 2.100000e+01","-3.249005e+01","-1.598321e+01","-1.070000e+01","-1.350000e+01","-4.780000e+01"," 1.107214e+02","-1.811799e+00"," 1.652100e+00"," 1.100000e+00"," 1.000000e-01"," 1.900000e+00"," 1.000000e-01"," 2.000000e-01"," 0.000000e+00"," 3.000000e-01"," 0.000000e+00"," 0.000000e+00"," 5.000000e-01"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00","-1.000000e+00"," 0.000000e+00"," 0.000000e+00"," 4.000000e-01"," 4.000000e-01"," 3.000000e-01","-2.192982e-01"," 5.000000e-01"," 1.984604e-01"," 3.937008e-01"," 1.532879e-01"," 1.623377e-01"," 1.100000e+00"," 1.000000e-01"," 1.900000e+00"," 1.000000e-01"," 5.000000e-01","-1.000000e-01"," 0.000000e+00","-1.000000e+00"," 0.000000e+00"," 0.000000e+00"," 4.000000e-01"," 4.000000e-01"," 0.000000e+00"," 3.937008e-01"," 2.000000e-01"," 4.000000e-01","-6.500000e+00","-1.440000e+01"," 3.430000e+01"," 7.728240e+00"," 5.570600e+00"," 7.530900e+00"," 2.166847e-01"," 5.955966e+01"," 5.850666e+01"," 4.150000e+02"," 7.170000e+02"," 1.132000e+03"," 2.999000e+05"," 1.383200e+03"," 9.795415e+01"," 9.930273e+01"," 1.010140e+02"," 1.141009e+02"," 1.005692e+02"," 1.820203e+02"," 9.942527e+01"," 1.001940e+02"," 1.260000e+01"," 4.194568e+00"," 5.700000e+00","-1.084599e-01"," 8.580000e+01","-2.301496e-01"," 3.986470e+02"," 1.046776e+02"," 1.022067e+02","-4.249292e-01"," 7.501924e+01","-3.352847e+00"," 5.059022e-01","-7.239419e+00"," 1.919838e+01"," 2.238286e+01","-3.184479e+00","-3.645000e+03"," 9.720000e+02","-1.960000e+02"," 1.632700e+02"," 1.347000e+01"," 5.630000e+00"," 4.387472e+00"," 8.313333e+01"," 2.310000e+11"," 6.752667e+01"
"X1998M09","-2.300000e+00","-1.460000e+01","-2.000000e-01","-2.900000e+01"," 1.500000e+01"," 1.100000e+00","-1.130000e+01","-1.160000e+01"," 1.710000e+01","-4.000000e-01"," 2.480000e+01","-2.322053e+01","-1.650000e+01"," 2.100000e+01","-3.561531e+01","-1.304628e+01","-7.200000e+00","-1.050000e+01","-5.110000e+01"," 1.107249e+02","-4.764643e+00"," 1.695500e+00","-4.000000e-01"," 0.000000e+00"," 5.100000e+00"," 2.000000e-01"," 3.000000e-01"," 3.000000e-01"," 2.000000e-01"," 0.000000e+00"," 1.000000e-01"," 7.000000e-01"," 0.000000e+00","-2.000000e-01","-5.000000e-01","-2.000000e-01"," 0.000000e+00"," 5.000000e+00"," 2.000000e-01"," 1.000000e-01"," 4.000000e-01","-2.197802e-01"," 5.000000e-01"," 2.700918e-01"," 7.843137e-01"," 3.376981e-01"," 3.241491e-01","-4.000000e-01"," 0.000000e+00"," 5.100000e+00"," 2.000000e-01"," 7.000000e-01","-1.000000e-01","-2.000000e-01","-2.000000e-01"," 0.000000e+00"," 5.000000e+00"," 2.000000e-01"," 1.000000e-01","-2.000000e-01"," 7.843137e-01"," 4.000000e-01"," 4.000000e-01","-4.900000e+00","-1.480000e+01"," 3.150000e+01"," 7.467680e+00"," 5.151000e+00"," 7.279000e+00"," 1.081081e-01"," 6.001631e+01"," 5.870125e+01"," 3.830000e+02"," 7.120000e+02"," 1.095000e+03"," 3.266000e+05"," 1.334300e+03"," 9.780780e+01"," 9.914800e+01"," 1.009460e+02"," 1.069461e+02"," 1.004625e+02"," 1.926448e+02"," 9.920914e+01"," 1.001069e+02"," 1.170000e+01"," 4.225222e+00"," 5.500000e+00","-3.257329e-01"," 8.540000e+01","-8.073818e-01"," 3.946979e+02"," 1.286473e+02"," 1.165703e+02","-7.112376e-01"," 9.308133e+01"," 5.837004e+00","-3.355705e-01","-6.945801e+00"," 2.323314e+01"," 2.747819e+01","-4.245047e+00"," 1.090900e+04"," 7.894000e+03"," 2.651000e+03"," 1.729100e+02"," 1.503000e+01"," 5.160000e+00"," 4.502657e+00"," 8.280000e+01"," 2.320000e+11"," 6.734000e+01"
"X1998M10","-5.200000e+00","-1.670000e+01","-4.200000e+00","-2.930000e+01"," 1.740000e+01","-2.500000e+01","-1.460000e+01","-2.080000e+01"," 9.700000e+00","-1.000000e+01"," 2.290000e+01","-3.072557e+01","-2.650000e+01"," 2.600000e+01","-4.067920e+01","-2.549751e+01","-2.560000e+01","-1.600000e+01","-5.310000e+01"," 1.080492e+02","-3.666239e+00"," 1.677300e+00"," 1.000000e-01"," 1.000000e-01","-8.000000e-01"," 2.000000e-01"," 2.000000e-01"," 2.000000e-01"," 3.000000e-01"," 0.000000e+00"," 4.000000e-01","-6.000000e-01"," 3.000000e-01","-3.000000e-01","-3.000000e-01"," 1.000000e-01"," 2.000000e-01"," 1.000000e-01"," 3.000000e-01"," 4.000000e-01"," 0.000000e+00"," 2.202643e-01","-2.000000e-01"," 3.112654e-01","-1.297017e-01"," 1.240514e-01"," 1.615509e-01"," 1.000000e-01"," 1.000000e-01","-8.000000e-01"," 2.000000e-01","-6.000000e-01"," 4.000000e-01","-3.000000e-01"," 1.000000e-01"," 2.000000e-01"," 1.000000e-01"," 3.000000e-01"," 4.000000e-01"," 0.000000e+00","-1.297017e-01"," 2.000000e-01"," 0.000000e+00","-6.700000e+00","-1.810000e+01"," 2.280000e+01"," 7.220610e+00"," 5.011400e+00"," 7.553400e+00"," 4.319654e-01"," 6.014678e+01"," 5.863639e+01"," 3.740000e+02"," 6.940000e+02"," 1.068000e+03"," 3.542000e+05"," 1.286400e+03"," 9.775575e+01"," 9.910064e+01"," 1.008192e+02"," 1.033945e+02"," 1.003100e+02"," 1.830226e+02"," 9.914506e+01"," 1.000317e+02"," 1.150000e+01"," 4.199210e+00"," 5.400000e+00","-1.089325e-01"," 8.770000e+01"," 1.162791e-01"," 3.953561e+02"," 1.253097e+02"," 1.157886e+02","-2.865330e-01"," 9.359446e+01","-4.994797e+00","-5.050505e-01","-2.051042e+00"," 2.405916e+01"," 2.770272e+01","-3.643560e+00","-4.129000e+03","-2.561000e+03","-3.564000e+03"," 1.745400e+02"," 1.446000e+01"," 4.990000e+00"," 4.119164e+00"," 8.240000e+01"," 2.320000e+11"," 6.699000e+01"
"X1998M11","-2.000000e+00","-1.530000e+01","-8.000000e-01","-2.970000e+01"," 1.730000e+01"," 1.790000e+01","-1.440000e+01","-6.200000e+00"," 2.190000e+01"," 1.840000e+01"," 2.190000e+01","-3.205078e+01","-2.740000e+01"," 2.800000e+01","-4.644145e+01","-2.171090e+01","-1.930000e+01","-2.580000e+01","-5.240000e+01"," 1.075110e+02"," 1.635604e+00"," 1.652100e+00","-2.000000e-01","-5.000000e-01"," 8.000000e-01"," 2.000000e-01"," 1.000000e-01"," 3.000000e-01"," 2.000000e-01"," 0.000000e+00","-1.000000e-01"," 1.400000e+00"," 2.000000e-01","-4.000000e-01","-8.000000e-01","-3.000000e-01","-1.000000e-01"," 1.000000e-01"," 3.000000e-01"," 0.000000e+00"," 1.000000e-01","-4.395604e-01"," 1.000000e-01"," 8.354219e-02"," 2.597403e-01"," 1.808006e-01"," 1.612903e-01","-2.000000e-01","-5.000000e-01"," 8.000000e-01"," 1.000000e-01"," 1.400000e+00"," 2.000000e-01","-4.000000e-01","-3.000000e-01","-1.000000e-01"," 1.000000e-01"," 3.000000e-01"," 0.000000e+00","-4.000000e-01"," 2.597403e-01"," 1.000000e-01"," 1.000000e-01","-3.500000e+00","-1.270000e+01"," 1.900000e+01"," 6.974480e+00"," 4.929200e+00"," 6.857700e+00"," 0.000000e+00"," 6.034248e+01"," 5.922015e+01"," 3.570000e+02"," 6.920000e+02"," 1.049000e+03"," 3.380000e+05"," 1.283900e+03"," 9.781264e+01"," 9.916095e+01"," 1.006424e+02"," 1.131875e+02"," 1.001223e+02"," 1.882346e+02"," 9.926481e+01"," 9.996642e+01"," 1.090000e+01"," 3.955114e+00"," 5.100000e+00","-2.181025e-01"," 9.210000e+01"," 5.807201e-01"," 3.928330e+02"," 1.288496e+02"," 1.119779e+02"," 2.873563e-01"," 9.308133e+01"," 2.847755e+00"," 5.076142e-01"," 1.050073e+01"," 2.294339e+01"," 2.676176e+01","-3.818373e+00"," 6.358000e+03"," 1.740000e+03"," 9.180000e+02"," 1.785400e+02"," 1.300000e+01"," 4.930000e+00"," 3.735670e+00"," 8.200000e+01"," 2.320000e+11"," 6.664000e+01"
"X1998M12","-5.700000e+00","-1.590000e+01","-3.700000e+00","-2.810000e+01"," 1.740000e+01","-1.980000e+01","-1.790000e+01","-1.920000e+01"," 3.000000e-01","-1.140000e+01"," 1.970000e+01","-2.292839e+01","-2.820000e+01"," 2.100000e+01","-3.969415e+01","-8.091024e+00","-2.400000e+01","-2.730000e+01","-4.850000e+01"," 1.079697e+02","-6.966473e-01"," 1.663500e+00"," 8.000000e-01"," 1.400000e+00","-6.000000e-01"," 2.000000e-01"," 2.000000e-01"," 4.000000e-01"," 0.000000e+00"," 0.000000e+00","-2.000000e-01"," 2.300000e+00","-3.000000e-01","-7.000000e-01","-1.400000e+00"," 0.000000e+00"," 0.000000e+00"," 1.000000e-01"," 3.000000e-01"," 2.000000e-01"," 3.000000e-01","-8.830022e-01"," 4.000000e-01"," 1.132840e-01"," 2.590674e-01"," 3.744012e-01"," 3.220612e-01"," 8.000000e-01"," 1.400000e+00","-6.000000e-01"," 0.000000e+00"," 2.300000e+00","-3.000000e-01","-8.000000e-01"," 0.000000e+00"," 0.000000e+00"," 1.000000e-01"," 3.000000e-01"," 2.000000e-01","-8.000000e-01"," 2.590674e-01"," 2.000000e-01"," 3.000000e-01","-4.300000e+00","-1.230000e+01"," 1.730000e+01"," 6.460340e+00"," 4.517500e+00"," 6.375000e+00","-3.225806e-01"," 6.034248e+01"," 6.129578e+01"," 3.680000e+02"," 7.210000e+02"," 1.089000e+03"," 2.979000e+05"," 1.293600e+03"," 9.797322e+01"," 9.929269e+01"," 1.004406e+02"," 1.143367e+02"," 9.991631e+01"," 1.972554e+02"," 9.953823e+01"," 9.990872e+01"," 1.070000e+01"," 3.936356e+00"," 5.100000e+00","-4.371585e-01"," 9.770000e+01"," 1.732102e+00"," 3.875674e+02"," 1.279393e+02"," 9.712564e+01"," 2.148997e+00"," 8.918156e+01"," 4.792332e+00","-5.050505e-01"," 1.620548e+00"," 2.210029e+01"," 2.505994e+01","-2.959650e+00","-1.278300e+04"," 4.340000e+02","-7.558000e+03"," 1.729800e+02"," 1.135000e+01"," 4.540000e+00"," 3.352177e+00"," 8.160000e+01"," 2.320000e+11"," 6.629000e+01"
"X1999M01","-5.300000e+00","-1.660000e+01","-3.500000e+00","-2.960000e+01"," 2.050000e+01","-9.100000e+00","-1.920000e+01","-1.650000e+01","-2.200000e+00","-6.100000e+00"," 2.120000e+01","-2.538236e+01","-3.210000e+01"," 2.300000e+01","-4.120474e+01","-1.194232e+01","-3.200000e+01","-2.820000e+01","-5.020000e+01"," 1.067746e+02","-8.222799e-01"," 1.647400e+00"," 4.000000e-01"," 2.000000e+00","-7.400000e+00"," 4.000000e-01"," 0.000000e+00"," 5.000000e-01"," 5.000000e-01"," 0.000000e+00"," 1.000000e-01","-4.700000e+00","-1.000000e-01"," 6.000000e-01","-9.000000e-01"," 0.000000e+00"," 1.000000e-01"," 1.000000e-01"," 4.000000e-01"," 1.000000e-01","-4.000000e-01","-4.454343e-01","-1.200000e+00"," 1.162497e-01","-1.033592e+00"," 4.121175e-01"," 3.210273e-01"," 4.000000e-01"," 2.000000e+00","-7.400000e+00"," 1.000000e-01","-4.800000e+00","-1.000000e-01"," 5.000000e-01"," 0.000000e+00"," 0.000000e+00"," 1.000000e-01"," 4.000000e-01"," 2.000000e-01","-4.000000e-01","-1.033592e+00"," 3.000000e-01","-6.000000e-01","-3.600000e+00","-1.170000e+01"," 1.550000e+01"," 5.921710e+00"," 4.286800e+00"," 5.992200e+00"," 1.078749e+00"," 6.047295e+01"," 6.032283e+01"," 3.560000e+02"," 7.350000e+02"," 1.091000e+03"," 2.706000e+05"," 1.386400e+03"," 9.821828e+01"," 9.947670e+01"," 1.002482e+02"," 1.197042e+02"," 9.971650e+01"," 1.862126e+02"," 9.992989e+01"," 9.985725e+01"," 1.080000e+01"," 4.100018e+00"," 5.200000e+00","-1.097695e-01"," 1.096000e+02"," 2.724177e+00"," 3.893226e+02"," 1.069027e+02"," 1.005456e+02"," 2.384292e+00"," 8.117677e+01","-5.598221e+00"," 1.353638e+00"," 5.092627e+00"," 1.928824e+01"," 2.443523e+01","-5.146987e+00"," 6.032000e+03","-8.368000e+03","-3.412000e+03"," 1.737300e+02"," 1.252000e+01"," 4.200000e+00"," 3.386882e+00"," 8.070000e+01"," 2.330000e+11"," 6.782333e+01"
"X1999M02","-3.700000e+00","-1.770000e+01","-4.600000e+00","-3.090000e+01"," 1.510000e+01"," 2.400000e+00","-1.710000e+01","-1.150000e+01"," 7.600000e+00"," 1.030000e+01"," 1.960000e+01","-2.481665e+01","-3.280000e+01"," 2.400000e+01","-3.715021e+01","-1.329974e+01","-3.390000e+01","-2.280000e+01","-4.620000e+01"," 1.079097e+02"," 8.097266e-01"," 1.602100e+00"," 1.000000e-01"," 1.000000e-01"," 8.000000e-01"," 2.000000e-01"," 0.000000e+00"," 4.000000e-01","-2.000000e-01"," 0.000000e+00"," 0.000000e+00"," 1.200000e+00"," 5.000000e-01","-1.000000e-01","-4.000000e-01","-2.000000e-01","-3.000000e-01"," 0.000000e+00"," 2.000000e-01"," 3.000000e-01"," 2.000000e-01","-2.237136e-01"," 2.000000e-01","-4.017274e-02"," 2.610966e-01"," 4.056455e-01"," 3.200000e-01"," 1.000000e-01"," 1.000000e-01"," 8.000000e-01","-1.000000e-01"," 1.200000e+00"," 5.000000e-01","-1.000000e-01","-2.000000e-01","-3.000000e-01"," 0.000000e+00"," 2.000000e-01"," 3.000000e-01","-2.000000e-01"," 2.610966e-01"," 1.000000e-01"," 2.000000e-01","-1.600000e+00","-7.900000e+00"," 1.520000e+01"," 5.531970e+00"," 4.431900e+00"," 5.769300e+00"," 1.067236e-01"," 6.099484e+01"," 6.187955e+01"," 3.530000e+02"," 7.380000e+02"," 1.091000e+03"," 2.720000e+05"," 1.379100e+03"," 9.853538e+01"," 9.968462e+01"," 1.001088e+02"," 1.232858e+02"," 9.954585e+01"," 1.277083e+02"," 1.004083e+02"," 9.981386e+01"," 1.090000e+01"," 4.288463e+00"," 5.400000e+00"," 2.197802e-01"," 1.154000e+02","-5.524862e-01"," 4.171862e+02"," 1.174210e+02"," 1.060174e+02","-1.780822e+00"," 8.558967e+01","-3.141802e+01","-3.338898e-01"," 5.847713e-01"," 2.001225e+01"," 2.462192e+01","-4.609673e+00"," 2.216000e+03"," 3.245000e+03"," 6.814000e+03"," 1.791800e+02"," 1.201000e+01"," 4.370000e+00"," 3.421588e+00"," 7.980000e+01"," 2.340000e+11"," 6.935667e+01"
